id,name,position,team,cost,points,goals,assists,clean_sheets,form,selected_by_percent,minutes,yellow_cards,red_cards,saves,bonus
27,Auston Trusty,DEF,Sheffield Utd,3.9,-1,0,0,0,-1.3,2.4500915296102996,90,0,0,0,0
412,Anthony Gordon,MID,Newcastle,6.1,8,1,0,1,5.0,17.76070465789307,90,0,0,0,0
443,Emmanuel Dennis,FWD,Nott'm Forest,4.8,0,0,0,0,0.0,0.14593449037840822,0,0,0,0,0
222,Nathaniel Clyne,DEF,Crystal Palace,4.3,0,0,0,0,-0.5,0.1206688986950403,0,0,0,0,0
310,Thiago Alcántara do Nascimento,MID,Liverpool,4.7,0,0,0,0,0.0,0.10058626993087291,0,0,0,0,0
823,Oliver Arblaster,MID,Sheffield Utd,4.5,1,0,0,0,-1.2,0.0013200865890239345,26,0,0,0,0
684,Ethan Brierley,MID,Brentford,4.5,0,0,0,0,0.0,0.01335235123652078,0,0,0,0,0
776,Timo Werner,FWD,Spurs,6.3,9,1,0,0,4.5,0.6637114039683534,81,0,0,0,3
553,Ryan Giles,DEF,Luton,4.2,0,0,0,0,0.0,0.0904259313481395,0,0,0,0,0
327,Admiral Muskwe,FWD,Luton,4.5,0,0,0,0,0.0,0.06400255880390633,0,0,0,0,0
642,Edson Álvarez Velázquez,MID,West Ham,5.0,9,1,0,0,3.0,0.18622959248926996,90,0,0,0,2
10,Jakub Kiwior,DEF,Arsenal,4.3,10,0,1,1,9.7,1.1249626426315689,90,0,0,0,1
70,Lloyd Kelly,DEF,Bournemouth,4.5,0,0,0,0,0.0,0.054469802370053166,0,0,0,0,0
260,Vitalii Mykolenko,DEF,Everton,4.6,1,0,0,0,1.5,6.6791620436585095,90,0,0,0,0
648,Aidan Francis-Clarke,DEF,Luton,4.0,0,0,0,0,0.0,0.018427110336948854,0,0,0,0,0
497,Emerson Leite de Souza Junior,DEF,Spurs,4.3,2,0,0,0,1.5,0.8820126083417786,90,0,0,0,0
151,Joël Veltman,DEF,Brighton,4.3,1,0,0,0,0.8,0.5014489573371819,90,0,0,0,0
402,Miguel Almirón Rejala,MID,Newcastle,6.1,1,0,0,0,1.5,3.799815144596009,20,0,0,0,0
179,Bobby Thomas,DEF,Burnley,4.0,0,0,0,0,0.0,0.010993507987281291,0,0,0,0,0
754,Yago de Santiago Alonso,MID,Spurs,4.5,0,0,0,0,0.5,0.004144206258984975,0,0,0,0,0
102,Charlie Goode,DEF,Brentford,3.9,0,0,0,0,0.0,0.19826185713676683,0,0,0,0,0
726,Luke Chambers,DEF,Liverpool,4.0,0,0,0,0,0.0,0.018394649191317117,0,0,0,0,0
641,Alejo Véliz,FWD,Spurs,5.4,0,0,0,0,0.0,0.0634940008556758,0,0,0,0,0
187,Kepa Arrizabalaga,GK,Chelsea,5.0,0,0,0,0,0.0,0.20556561490390743,0,0,0,0,0
88,Mark Travers,GK,Bournemouth,4.0,0,0,0,0,0.5,0.1026096813419178,0,0,0,0,0
758,Leo Castledine,MID,Chelsea,4.5,0,0,0,0,0.0,0.0024670470680119433,0,0,0,0,0
750,Tawanda Chirewa,MID,Wolves,4.4,1,0,0,0,0.2,0.005832185831835252,9,0,0,0,0
765,Sam Proctor,GK,Aston Villa,4.0,0,0,0,0,1.0,0.009619319488871129,0,0,0,0,0
520,Guglielmo Vicario,GK,Spurs,5.3,2,0,0,0,2.8,9.204054873186207,90,0,0,0,0
413,Isaac Hayden,MID,Newcastle,4.4,0,0,0,0,0.0,0.023610073256149385,0,0,0,0,0
706,Mike Trésor,MID,Burnley,5.3,0,0,0,0,-0.5,0.025622664285317023,0,0,0,0,0
419,Jamaal Lascelles,DEF,Newcastle,4.0,0,0,0,0,0.2,3.26213954873381,0,0,0,0,0
307,Andrew Robertson,DEF,Liverpool,6.4,0,0,0,0,1.9,4.40763927616839,59,1,0,0,0
503,Giovani Lo Celso,MID,Spurs,4.8,1,0,0,0,1.2,0.07912945266829535,1,0,0,0,0
240,Jeffrey Schlupp,MID,Crystal Palace,4.9,0,0,0,0,-0.5,0.10809561495368118,0,0,0,0,0
256,Alex Iwobi,MID,Fulham,5.3,3,0,0,1,3.5,0.4768325885664487,68,0,0,0,0
297,Cody Gakpo,FWD,Liverpool,7.2,2,0,0,1,5.5,3.4331989658311817,83,0,0,0,0
211,Nicolas Jackson,FWD,Chelsea,6.8,6,1,0,0,4.0,4.926844480166132,90,0,0,0,0
543,Nikola Vlašić,MID,West Ham,4.5,0,0,0,0,0.0,0.052002755302041216,0,0,0,0,0
138,Adam Lallana,MID,Brighton,4.9,1,0,0,0,0.8,0.053896322130559164,58,0,0,0,0
548,Hugo Bueno López,DEF,Wolves,4.4,1,0,0,0,0.2,0.10915601237765124,31,0,0,0,0
524,Alphonse Areola,GK,West Ham,4.2,13,0,0,0,4.5,40.98172026326422,90,0,0,9,3
291,Alisson Ramses Becker,GK,Liverpool,5.8,0,0,0,0,0.0,12.752793876702615,0,0,0,0,0
513,Pape Matar Sarr,MID,Spurs,4.4,1,0,0,0,4.2,2.158741927183591,8,0,0,0,0
331,Aribim Pepple,FWD,Luton,4.5,0,0,0,0,0.0,0.05915502772290041,0,0,0,0,0
598,Matt Doherty,DEF,Wolves,4.3,0,0,0,0,0.8,0.25723293836775407,0,0,0,0,0
554,Gonçalo Manuel Ganchinho Guedes,MID,Wolves,5.4,0,0,0,0,0.0,0.03729785633086477,0,0,0,0,0
264,Ellis Simms,FWD,Everton,4.5,0,0,0,0,0.0,0.009067480013131615,0,0,0,0,0
560,Jonathan Castro Otto,DEF,Wolves,4.3,0,0,0,0,0.0,0.04750147644110715,0,0,0,0,0
437,Taiwo Awoniyi,FWD,Nott'm Forest,6.3,1,0,0,0,3.0,1.9442603176128332,25,0,0,0,0
114,Mads Roerslev Rasmussen,DEF,Brentford,4.4,10,1,0,0,4.0,0.10450324817043574,90,0,0,0,3
610,Calvin Bassey,DEF,Fulham,4.4,6,0,0,1,4.2,0.2351593593381735,90,0,0,0,0
664,James Ward-Prowse,MID,West Ham,5.9,5,0,1,0,2.8,8.267161287963038,65,0,0,0,0
311,Konstantinos Tsimikas,DEF,Liverpool,4.5,1,0,0,0,1.0,1.6884015677434896,6,0,0,0,0
128,Mahmoud Dahoud,MID,Brighton,4.8,0,0,0,0,0.0,0.0710790885516248,0,0,0,0,0
609,Ian Maatsen,MID,Chelsea,5.1,0,0,0,0,0.0,0.05108302284247537,0,0,0,0,0
708,Ryan Gravenberch,MID,Liverpool,5.0,0,0,0,0,0.0,0.07617548841580737,0,0,0,0,0
709,Sofyan Amrabat,MID,Man Utd,5.0,1,0,0,0,-0.2,0.10818217800869914,8,0,0,0,0
484,Max Lowe,DEF,Sheffield Utd,4.3,0,0,0,0,0.0,0.03737359900400549,0,0,0,0,0
243,Joe Whitworth,GK,Crystal Palace,3.9,0,0,0,0,-0.5,1.1465817656223052,0,0,0,0,0
649,Thomas Cannon,FWD,Everton,4.5,0,0,0,0,0.0,0.023891403184957763,0,0,0,0,0
383,Hannibal Mejbri,MID,Man Utd,4.3,0,0,0,0,0.0,0.11636238670789664,0,0,0,0,0
47,Boubacar Kamara,MID,Aston Villa,5.0,0,0,0,0,0.0,0.10801987228054048,0,0,0,0,0
186,Andrey Nascimento dos Santos,MID,Chelsea,4.2,0,0,0,0,0.0,0.09749164071398074,0,0,0,0,0
